ENSEMBL	X1_CTR_BC_2	X2_TGF_BC_4	X3_IR_BC_5	X4_CTR_BC_6	X5_TGF_BC_7	X6_IR_BC_12	X7_CTR_BC_13	X8_TGF_BC_14	X9_IR_BC_15
ENSG00000199879	0	0	0	0	0	0	0	0	0
ENSG00000199880	0	0	0	0	0	0	0	0	0
ENSG00000199881	0	0	0	0	0	0	0	0	0
ENSG00000199883	0	0	0	0	0	0	0	0	0
ENSG00000199884	0	0	0	0	0	0	0	0	0
ENSG00000199885	0	0	0	0	0	0	0	0	0
ENSG00000199886	0	0	0	0	0	0	0	0	0
ENSG00000199890	0	0	0	0	0	0	4	0	0
ENSG00000199892	0	0	0	0	0	0	0	0	0
ENSG00000199894	0	0	0	0	0	0	0	0	0
ENSG00000199895	0	0	0	0	0	0	0	0	0
ENSG00000199899	0	0	0	0	0	0	0	0	0
ENSG00000199900	0	0	0	0	0	0	0	0	0
ENSG00000199901	0	0	0	0	0	0	0	0	0
ENSG00000199903	0	0	0	0	0	0	0	0	0
ENSG00000199905	0	0	0	0	0	0	0	0	0
ENSG00000199906	0	0	0	0	0	0	0	0	0
ENSG00000199911	0	0	0	0	0	0	0	0	0
ENSG00000199912	0	0	0	0	0	0	0	0	0
ENSG00000199914	0	0	0	0	0	0	0	0	0
ENSG00000199920	0	0	0	0	0	0	0	0	0
ENSG00000199921	0	0	0	0	0	0	0	0	0
ENSG00000199924	0	0	0	0	0	0	0	0	0
ENSG00000199927	0	0	0	0	0	0	0	0	0
ENSG00000199929	0	0	0	0	0	0	0	0	0
ENSG00000199932	0	0	0	0	0	0	0	0	0
ENSG00000199933	2	1	0	1	0	0	0	0	0
ENSG00000199934	0	0	0	0	0	0	0	0	0
ENSG00000199936	0	0	0	0	0	0	0	0	0
ENSG00000199938	0	0	0	0	0	0	0	0	0
ENSG00000199940	0	0	0	0	0	0	0	0	0
ENSG00000199942	0	0	0	0	0	0	0	0	0
ENSG00000199944	0	0	0	0	0	0	0	0	0
ENSG00000199949	0	0	0	0	0	0	0	0	0
ENSG00000199953	0	0	0	0	0	0	0	0	0
ENSG00000199959	0	0	0	0	0	0	0	0	0
ENSG00000199960	0	0	0	0	0	0	0	0	0
ENSG00000199961	4	3	1	0	0	4	0	0	1
ENSG00000199962	0	0	0	0	0	0	0	0	0
ENSG00000199963	0	0	0	0	0	0	0	0	0
ENSG00000199964	0	0	0	0	0	0	0	0	0
ENSG00000199970	0	0	0	0	0	0	0	0	0
ENSG00000199971	0	0	0	0	0	0	0	0	0
ENSG00000199975	0	0	0	0	0	0	0	0	0
ENSG00000199977	0	0	0	0	0	0	0	0	3
ENSG00000199979	0	0	0	0	0	0	0	0	0
ENSG00000199985	0	0	0	0	0	0	0	0	0
ENSG00000199986	0	0	0	0	0	0	0	0	0
ENSG00000199990	0	0	5	0	0	0	1	0	0
ENSG00000199994	0	0	0	0	0	0	0	0	0
ENSG00000200003	0	0	0	0	0	0	0	0	0
ENSG00000200008	0	0	0	0	0	0	0	0	0
ENSG00000200011	0	0	0	0	0	1	1	0	0
ENSG00000200013	0	0	0	0	0	0	0	0	0
ENSG00000200021	0	0	0	0	0	0	1	0	0
ENSG00000200024	0	0	0	1	0	0	0	0	0
ENSG00000200026	0	0	0	0	0	0	0	0	0
ENSG00000200028	0	0	0	0	0	0	0	0	0
ENSG00000200029	0	0	1	0	0	0	0	0	0
ENSG00000200033	0	0	0	0	0	0	0	0	0
ENSG00000200034	0	0	0	0	0	0	0	0	0
ENSG00000200036	0	0	0	0	0	0	0	0	0
ENSG00000200040	0	0	0	0	0	0	0	0	0
ENSG00000200041	0	0	0	3	0	0	0	0	0
ENSG00000200047	0	0	0	0	0	0	0	0	0
ENSG00000200048	0	0	0	0	0	0	0	0	0
ENSG00000200049	0	0	0	0	0	0	0	0	0
ENSG00000200051	0	0	0	0	0	0	0	0	0
ENSG00000200052	0	0	0	0	0	0	0	0	0
ENSG00000200058	0	0	0	0	0	0	0	0	0
ENSG00000200059	0	0	0	0	0	0	0	0	0
ENSG00000200060	0	0	0	0	0	0	0	0	0
ENSG00000200062	0	0	0	0	0	0	0	0	0
ENSG00000200063	0	0	0	0	0	0	0	0	0
ENSG00000200064	0	0	0	0	0	0	0	0	0
ENSG00000200065	0	0	0	0	0	0	0	1	0
ENSG00000200070	0	0	0	0	0	0	0	0	0
ENSG00000200072	0	0	0	0	0	0	0	0	0
ENSG00000200075	0	0	0	0	0	0	0	0	0
ENSG00000200079	0	0	0	0	0	0	0	0	0
ENSG00000200084	8	18	5	8	26	10	11	8	23
ENSG00000200085	0	0	0	0	0	0	0	0	0
ENSG00000200086	0	0	0	0	0	0	0	0	0
ENSG00000200087	39	25	14	18	29	12	20	23	20
ENSG00000200089	0	0	0	0	0	0	0	0	0
ENSG00000200090	24	15	12	12	12	7	16	13	6
ENSG00000200091	2	0	0	0	0	0	0	0	0
ENSG00000200095	0	2	0	1	1	0	0	0	0
ENSG00000200097	0	0	0	0	0	0	0	0	0
ENSG00000200101	0	0	0	0	0	0	0	0	0
ENSG00000200102	0	0	0	0	0	0	0	0	0
ENSG00000200105	0	0	0	0	0	0	0	0	0
ENSG00000200106	0	0	0	0	0	0	0	0	0
ENSG00000200107	0	0	0	0	0	0	0	0	0
ENSG00000200108	0	0	0	0	0	0	0	0	0
ENSG00000200112	0	0	4	0	0	0	0	0	0
ENSG00000200113	0	0	0	0	0	0	0	0	0
ENSG00000200114	0	0	2	0	0	0	0	0	0
ENSG00000200118	0	0	0	0	0	0	0	0	0
ENSG00000200120	0	1	0	0	4	2	0	0	0
ENSG00000200121	25	7	23	10	4	12	17	5	19
ENSG00000200131	0	0	0	0	0	0	0	0	0
ENSG00000200132	0	0	0	0	0	0	0	0	0
ENSG00000200135	0	0	4	0	0	0	0	0	0
ENSG00000200138	0	0	0	0	0	0	0	0	0
ENSG00000200139	0	0	0	0	0	0	0	0	0
ENSG00000200142	0	0	0	0	0	0	0	0	0
ENSG00000200146	0	0	0	0	0	0	0	0	0
ENSG00000200150	0	0	0	0	0	0	0	0	0
ENSG00000200151	0	0	0	0	0	0	0	0	0
ENSG00000200152	2	3	1	2	0	0	3	0	0
ENSG00000200153	0	0	0	0	0	0	0	0	0
ENSG00000200156	1	0	0	8	0	5	0	1	4
ENSG00000200161	0	0	0	0	0	0	0	0	0
ENSG00000200162	0	0	0	0	0	0	0	0	0
ENSG00000200164	0	0	0	0	0	0	0	0	0
ENSG00000200168	0	0	0	0	0	0	0	0	0
ENSG00000200169	1	0	0	0	0	0	0	0	0
ENSG00000200170	2	1	1	2	2	0	3	0	2
ENSG00000200171	1	1	0	0	4	0	0	0	0
ENSG00000200174	0	0	0	0	0	0	0	0	0
ENSG00000200175	0	0	0	0	0	0	0	0	0
ENSG00000200176	0	0	0	0	0	0	0	0	0
ENSG00000200179	0	0	0	0	0	0	0	0	0
ENSG00000200183	0	0	0	0	0	0	0	0	0
ENSG00000200184	0	0	0	0	0	0	0	0	0
ENSG00000200189	0	0	0	0	0	0	0	0	0
ENSG00000200191	0	0	0	0	0	0	0	0	0
ENSG00000200197	0	0	0	0	0	0	0	0	0
ENSG00000200198	0	0	0	0	0	0	0	0	0
ENSG00000200201	1	1	0	0	0	0	0	0	2
ENSG00000200204	0	0	0	0	0	0	0	1	0
ENSG00000200206	0	0	0	0	0	0	0	0	0
ENSG00000200208	0	0	0	0	0	0	0	0	0
ENSG00000200209	0	0	0	0	0	0	0	0	0
ENSG00000200211	0	0	0	0	0	0	0	0	0
ENSG00000200213	0	0	0	0	0	0	0	0	0
ENSG00000200215	0	0	0	0	0	0	0	0	0
ENSG00000200216	0	0	0	0	0	0	0	0	0
ENSG00000200217	0	0	0	0	0	0	0	0	0
ENSG00000200218	0	0	0	0	0	0	0	0	0
ENSG00000200220	0	0	0	0	0	0	0	0	0
ENSG00000200222	0	0	0	0	0	0	0	0	0
ENSG00000200224	0	0	0	0	0	0	0	0	0
ENSG00000200225	0	0	0	0	0	0	0	0	0
ENSG00000200227	0	0	0	0	0	0	0	0	0
ENSG00000200231	0	0	0	0	0	0	0	0	0
ENSG00000200235	0	0	0	0	0	0	0	0	0
ENSG00000200237	0	0	0	0	0	0	0	0	0
ENSG00000200238	0	0	0	0	0	0	0	0	0
ENSG00000200241	0	0	0	3	0	0	0	0	0
ENSG00000200243	0	0	0	0	0	1	0	0	0
ENSG00000200246	0	1	0	5	0	2	0	2	0
ENSG00000200247	0	0	0	0	0	0	0	0	0
ENSG00000200248	0	0	0	0	0	0	0	0	0
ENSG00000200250	0	0	0	0	0	0	0	0	0
ENSG00000200252	0	0	0	0	0	0	0	0	0
ENSG00000200253	1	1	1	0	0	0	0	4	0
ENSG00000200254	0	0	0	0	0	0	0	0	0
ENSG00000200256	0	0	0	0	0	0	0	0	0
ENSG00000200257	0	0	1	0	0	0	0	0	0
ENSG00000200259	1	0	3	2	5	1	0	2	6
ENSG00000200261	0	0	0	0	0	0	0	0	0
ENSG00000200262	0	0	0	0	0	0	0	0	0
ENSG00000200267	0	0	0	0	0	0	0	0	0
ENSG00000200269	0	0	0	0	0	0	0	0	0
ENSG00000200274	2	3	0	2	1	2	0	2	0
ENSG00000200275	0	0	0	0	0	0	1	0	1
ENSG00000200278	37	33	32	30	32	37	55	22	20
ENSG00000200279	21	10	15	27	16	19	14	7	20
ENSG00000200281	0	0	0	0	0	0	0	0	0
ENSG00000200283	0	0	0	0	0	0	0	0	0
ENSG00000200287	0	0	0	0	0	0	0	0	0
ENSG00000200288	0	0	0	0	0	0	0	0	0
ENSG00000200291	0	0	0	0	0	0	0	0	0
ENSG00000200293	0	0	0	0	0	0	0	0	0
ENSG00000200294	0	0	0	0	0	0	0	0	0
ENSG00000200295	0	0	0	0	0	0	0	0	0
ENSG00000200296	0	0	0	0	0	0	0	0	0
ENSG00000200298	0	0	0	0	0	0	0	0	0
ENSG00000200301	0	0	0	0	0	0	0	0	1
ENSG00000200303	0	0	0	0	0	0	0	0	0
ENSG00000200304	0	0	0	0	0	0	0	0	0
ENSG00000200305	0	0	0	0	0	0	0	0	0
ENSG00000200309	0	0	0	0	0	0	0	0	0
ENSG00000200310	0	0	0	0	1	0	0	0	0
ENSG00000200312	0	1	0	0	0	0	0	1	0
ENSG00000200313	0	0	0	0	0	0	0	0	0
ENSG00000200314	0	0	0	0	0	0	0	0	0
ENSG00000200318	0	0	0	0	0	0	0	0	0
ENSG00000200320	21	27	3	20	17	17	31	35	12
ENSG00000200325	0	0	0	0	0	0	0	0	0
ENSG00000200326	0	0	0	0	0	0	0	0	0
ENSG00000200327	0	0	0	0	0	0	0	0	1
ENSG00000200331	0	0	0	0	0	0	0	0	0
ENSG00000200332	0	0	0	0	0	0	0	0	0
ENSG00000200334	0	0	0	0	0	0	0	0	0
ENSG00000200336	0	0	0	0	0	0	0	0	0
ENSG00000200338	0	0	0	0	0	0	0	0	0
ENSG00000200340	0	0	0	0	0	0	0	0	0
ENSG00000200344	0	1	2	0	0	0	0	0	0
ENSG00000200345	2	2	5	1	3	0	0	1	1
ENSG00000200350	0	0	0	3	0	0	0	3	0
ENSG00000200351	0	0	0	0	0	0	0	0	0
ENSG00000200354	0	0	0	0	0	0	0	0	0
ENSG00000200355	0	0	0	0	0	0	0	0	0
ENSG00000200356	0	0	0	2	0	0	0	1	4
ENSG00000200360	0	0	0	0	0	0	0	0	0
ENSG00000200361	0	0	0	0	0	0	0	0	0
ENSG00000200366	0	0	0	0	0	0	0	0	0
ENSG00000200367	0	0	0	0	1	0	0	0	0
ENSG00000200369	0	0	0	0	0	0	0	0	0
ENSG00000200372	0	0	0	0	0	0	0	0	0
ENSG00000200376	0	0	0	0	1	1	0	0	0
ENSG00000200377	0	0	0	0	0	0	0	0	0
ENSG00000200378	0	0	0	0	2	0	0	0	0
ENSG00000200379	0	0	0	0	0	0	0	0	0
ENSG00000200385	0	0	0	0	0	0	0	0	0
ENSG00000200388	0	0	0	0	0	0	0	0	0
ENSG00000200389	0	2	0	0	0	0	0	0	0
ENSG00000200390	0	0	0	0	0	0	0	0	0
ENSG00000200391	0	0	0	0	0	0	0	0	0
ENSG00000200393	0	0	0	0	0	0	0	0	0
ENSG00000200394	0	0	0	0	0	0	0	0	0
ENSG00000200397	0	0	0	0	0	0	0	0	0
ENSG00000200398	0	0	0	0	0	0	0	0	0
ENSG00000200403	0	1	0	0	2	0	3	0	0
ENSG00000200406	0	0	0	0	0	0	1	0	0
ENSG00000200407	0	0	0	0	0	0	0	0	0
ENSG00000200408	0	0	0	0	1	0	0	0	0
ENSG00000200411	0	0	0	0	0	0	0	0	0
ENSG00000200413	0	0	1	0	0	0	5	0	0
ENSG00000200418	18	7	3	15	12	2	15	11	7
ENSG00000200419	0	1	0	0	0	0	0	0	6
ENSG00000200421	0	0	0	0	0	0	0	0	0
ENSG00000200422	0	0	0	0	0	0	0	0	0
ENSG00000200424	0	0	0	0	0	0	0	0	0
ENSG00000200427	0	0	0	0	0	0	0	0	0
ENSG00000200428	1	0	1	0	0	0	0	0	0
ENSG00000200431	0	0	0	0	0	0	0	0	0
ENSG00000200432	0	0	0	0	0	0	0	0	0
ENSG00000200434	0	0	0	1	0	0	0	0	0
ENSG00000200436	0	0	0	0	0	0	0	0	0
ENSG00000200437	0	0	0	0	0	0	0	0	0
ENSG00000200443	0	0	0	0	0	0	0	0	0
ENSG00000200444	0	0	0	0	0	0	0	0	0
ENSG00000200446	0	0	0	0	0	0	0	0	0
ENSG00000200448	0	0	0	0	0	0	0	0	0
ENSG00000200455	0	0	0	0	0	0	0	0	0
ENSG00000200456	0	0	0	0	0	0	0	0	0
ENSG00000200462	0	0	0	0	0	0	0	0	0
ENSG00000200463	4	5	6	6	14	4	12	8	13
ENSG00000200468	0	0	0	0	0	0	0	0	0
ENSG00000200469	1	1	7	3	2	0	8	0	0
ENSG00000200471	0	0	0	0	0	0	0	0	0
ENSG00000200472	0	0	0	0	0	0	0	0	0
ENSG00000200473	0	0	0	0	0	0	0	0	0
ENSG00000200475	0	0	0	0	0	0	0	0	0
ENSG00000200478	0	0	0	0	0	0	0	0	0
ENSG00000200480	0	1	1	0	0	0	0	0	0
ENSG00000200483	0	0	0	0	5	0	0	0	0
ENSG00000200484	0	0	0	0	0	0	0	0	0
ENSG00000200485	0	0	0	0	0	0	0	0	0
ENSG00000200486	0	0	0	0	0	0	0	0	0
ENSG00000200487	0	0	0	0	0	0	0	0	0
ENSG00000200488	0	0	0	0	0	0	0	0	0
ENSG00000200492	0	0	0	0	0	0	0	0	0
ENSG00000200494	0	0	0	0	0	0	0	0	0
ENSG00000200495	0	0	0	0	0	0	0	0	0
ENSG00000200496	4	2	5	1	4	2	3	1	0
ENSG00000200502	1	0	1	0	0	0	0	0	1
ENSG00000200503	0	0	0	0	0	0	0	0	0
ENSG00000200506	0	0	1	0	0	0	0	0	0
ENSG00000200508	0	0	0	0	0	0	0	0	0
ENSG00000200516	0	0	0	0	0	0	0	0	0
ENSG00000200520	0	0	0	0	0	0	0	0	0
ENSG00000200521	0	0	0	0	0	0	0	0	0
ENSG00000200522	0	0	0	0	0	0	0	0	0
ENSG00000200525	0	0	0	2	0	0	0	0	1
ENSG00000200526	0	0	0	0	0	0	0	0	0
ENSG00000200527	0	0	0	0	0	0	0	0	0
ENSG00000200528	0	0	0	0	0	0	0	0	0
ENSG00000200530	5	7	6	5	4	8	6	13	0
ENSG00000200534	19	23	16	51	37	20	20	11	16
ENSG00000200536	0	0	0	0	0	0	0	0	0
ENSG00000200537	0	0	1	0	0	0	0	0	0
ENSG00000200538	0	0	0	0	0	0	0	0	0
ENSG00000200544	0	0	0	0	0	0	0	0	0
ENSG00000200545	0	0	0	0	0	0	0	0	0
ENSG00000200547	0	0	0	0	0	0	0	0	0
ENSG00000200550	0	1	1	2	8	0	0	0	0
ENSG00000200553	0	0	0	0	0	0	0	0	0
ENSG00000200554	0	0	0	0	0	0	0	0	0
ENSG00000200555	0	0	0	0	0	0	0	0	0
ENSG00000200556	0	0	0	0	0	0	0	0	0
ENSG00000200558	0	0	0	0	0	0	0	0	0
ENSG00000200560	0	0	0	0	0	0	0	0	0
ENSG00000200563	0	0	0	0	0	0	0	0	0
ENSG00000200564	0	0	0	0	0	0	0	0	0
ENSG00000200566	0	0	0	0	0	0	0	0	0
ENSG00000200570	0	0	0	0	0	0	0	0	0
ENSG00000200571	0	0	0	0	0	0	0	0	0
ENSG00000200572	0	0	0	0	0	0	0	0	0
ENSG00000200575	0	0	0	0	0	0	0	0	0
ENSG00000200579	6	11	10	1	4	2	6	1	2
ENSG00000200587	0	0	0	0	0	0	0	0	0
ENSG00000200591	0	0	1	0	1	0	0	1	0
ENSG00000200593	0	0	0	0	0	0	0	0	0
ENSG00000200594	0	0	0	0	0	0	0	0	0
ENSG00000200597	0	0	0	0	0	0	0	0	0
ENSG00000200600	0	0	0	0	0	0	0	0	0
ENSG00000200601	0	0	0	0	0	0	0	0	0
ENSG00000200605	0	0	0	0	0	0	0	0	0
ENSG00000200608	0	0	0	1	0	0	0	0	0
ENSG00000200610	0	0	0	0	0	0	0	0	0
ENSG00000200612	0	0	0	0	0	0	0	0	0
ENSG00000200613	0	0	0	0	0	0	0	0	0
ENSG00000200615	0	0	0	0	0	0	0	0	0
ENSG00000200616	0	0	0	0	0	0	0	0	0
ENSG00000200619	0	0	0	0	0	0	0	0	0
ENSG00000200620	0	0	0	0	0	0	0	0	0
ENSG00000200622	0	0	0	0	0	0	0	0	0
ENSG00000200623	1	1	0	3	0	1	0	1	4
ENSG00000200626	0	0	0	0	0	0	0	1	0
ENSG00000200629	0	0	0	0	0	0	0	0	0
ENSG00000200630	0	0	0	0	0	0	0	0	0
ENSG00000200632	0	0	0	0	0	0	0	0	0
ENSG00000200635	0	0	0	0	0	0	0	0	0
ENSG00000200636	0	0	0	0	0	0	0	0	0
ENSG00000200637	0	0	0	0	0	0	0	0	0
ENSG00000200638	0	0	0	0	0	0	0	0	0
ENSG00000200645	0	0	0	0	0	0	0	0	0
ENSG00000200646	0	0	0	0	0	0	0	0	0
ENSG00000200648	0	0	0	0	0	0	0	0	0
ENSG00000200650	0	0	0	0	0	0	0	0	0
ENSG00000200651	0	0	0	0	0	0	0	0	0
ENSG00000200652	0	0	0	0	0	0	0	0	0
ENSG00000200653	0	0	0	0	0	0	0	0	0
ENSG00000200656	4	0	0	1	0	0	3	0	0
ENSG00000200661	0	2	0	0	1	0	1	0	0
ENSG00000200664	0	0	0	0	0	0	0	0	0
ENSG00000200665	0	0	0	0	0	0	0	0	0
ENSG00000200670	0	0	3	2	0	0	0	0	0
ENSG00000200673	0	0	0	0	0	0	0	0	0
ENSG00000200674	1	0	4	0	1	0	0	0	0
ENSG00000200677	0	0	0	0	0	0	0	0	0
ENSG00000200680	0	0	0	0	0	0	0	0	0
ENSG00000200681	0	0	0	0	0	0	0	0	0
ENSG00000200683	0	0	0	0	0	0	0	0	0
ENSG00000200685	0	0	0	0	0	0	0	0	0
ENSG00000200686	0	0	0	0	0	0	0	0	0
ENSG00000200687	0	0	0	0	0	0	0	0	0
ENSG00000200688	0	0	0	0	0	0	0	0	0
ENSG00000200693	9	8	12	4	14	2	8	9	11
ENSG00000200701	0	0	0	0	0	0	0	0	0
ENSG00000200702	0	0	0	0	0	0	0	0	0
ENSG00000200703	0	0	0	0	0	0	0	0	0
ENSG00000200706	0	0	0	0	0	0	0	0	0
ENSG00000200708	0	0	0	0	0	0	0	0	0
ENSG00000200709	0	0	0	0	0	0	0	0	0
ENSG00000200711	0	0	0	0	0	0	0	0	0
ENSG00000200713	0	0	0	0	0	0	0	0	0
ENSG00000200714	2	0	0	3	0	3	0	1	0
ENSG00000200718	0	0	0	0	0	0	0	0	0
ENSG00000200719	0	0	0	0	0	0	0	0	0
ENSG00000200720	0	0	0	0	0	0	0	0	0
ENSG00000200726	0	0	0	0	0	0	0	0	0
ENSG00000200728	0	0	0	0	0	0	0	0	0
ENSG00000200731	0	0	0	0	0	0	0	0	0
ENSG00000200732	0	0	0	0	0	0	0	0	0
ENSG00000200733	0	0	0	0	0	0	0	0	0
ENSG00000200737	1	0	5	0	0	0	0	1	0
ENSG00000200738	0	0	0	0	0	0	0	0	0
ENSG00000200741	0	0	0	0	0	0	0	0	0
ENSG00000200742	0	1	0	0	0	0	0	0	0
ENSG00000200745	0	0	0	0	0	0	0	0	0
ENSG00000200750	0	0	0	0	0	0	0	0	0
ENSG00000200752	0	0	0	0	0	0	0	0	0
ENSG00000200753	0	0	0	0	0	0	0	0	0
ENSG00000200754	0	0	0	0	0	0	0	0	0
ENSG00000200755	1	1	0	0	0	0	0	0	0
ENSG00000200756	0	0	0	0	0	0	0	1	0
ENSG00000200757	0	0	0	0	0	0	0	0	0
ENSG00000200759	0	0	0	0	0	0	0	0	0
ENSG00000200761	0	0	0	0	0	0	0	0	0
ENSG00000200763	0	0	0	0	0	0	0	0	0
ENSG00000200764	0	0	0	0	1	0	0	0	0
ENSG00000200769	6	1	0	1	0	6	0	1	1
ENSG00000200774	0	0	0	0	0	0	0	0	0
ENSG00000200779	0	1	0	4	0	2	2	4	0
ENSG00000200783	0	0	0	0	0	0	0	0	0
ENSG00000200785	0	3	0	1	0	0	0	0	0
ENSG00000200786	0	0	0	0	0	0	0	0	0
ENSG00000200788	0	0	0	0	0	0	5	0	0
ENSG00000200789	0	0	0	0	0	0	0	0	0
ENSG00000200792	0	0	0	0	0	0	0	0	0
ENSG00000200794	0	0	0	0	0	0	0	0	0
ENSG00000200795	4	5	0	9	6	1	9	3	0
ENSG00000200796	0	0	0	0	0	0	0	0	0
ENSG00000200799	0	0	0	0	0	0	0	0	0
ENSG00000200800	0	0	0	0	0	0	0	0	0
ENSG00000200801	0	0	0	0	0	0	0	0	0
ENSG00000200806	0	0	0	0	0	0	0	0	0
ENSG00000200807	0	0	0	0	0	0	0	0	0
ENSG00000200812	0	0	0	0	0	0	0	0	0
ENSG00000200814	0	0	3	0	0	0	0	0	0
ENSG00000200815	0	0	0	0	0	0	0	0	0
ENSG00000200816	0	0	0	0	1	0	0	0	3
ENSG00000200817	0	0	0	0	0	0	0	0	0
ENSG00000200818	0	0	0	0	0	0	0	0	0
ENSG00000200822	0	0	0	0	0	0	0	1	0
ENSG00000200823	0	0	0	0	0	0	0	0	0
ENSG00000200827	0	0	0	0	0	0	0	0	0
ENSG00000200829	0	0	0	0	0	0	0	0	0
ENSG00000200830	0	0	0	0	0	0	0	0	0
ENSG00000200831	0	0	0	4	3	4	2	2	1
ENSG00000200832	0	0	0	0	1	0	0	0	0
ENSG00000200834	0	0	0	0	0	0	0	0	0
ENSG00000200839	0	2	0	0	1	0	0	0	0
ENSG00000200840	0	0	0	0	0	0	0	0	0
ENSG00000200842	0	0	0	0	0	0	0	0	0
ENSG00000200847	1	0	3	0	0	0	0	0	1
ENSG00000200849	0	0	0	0	0	0	0	0	0
ENSG00000200852	0	0	0	0	0	0	0	0	0
ENSG00000200855	0	0	0	0	0	0	0	0	0
ENSG00000200857	0	0	0	0	0	0	0	0	0
ENSG00000200860	0	0	0	0	0	0	0	0	0
ENSG00000200867	0	1	0	1	0	0	0	0	0
ENSG00000200869	0	0	0	0	0	0	0	0	0
ENSG00000200871	0	0	0	0	0	0	0	0	0
ENSG00000200872	0	0	0	0	0	0	0	0	0
ENSG00000200873	0	0	0	0	0	0	2	0	0
ENSG00000200874	0	0	0	0	0	0	0	0	0
ENSG00000200875	0	0	0	0	0	0	0	0	0
ENSG00000200877	0	0	0	0	0	0	0	0	0
ENSG00000200879	0	2	2	3	0	1	1	0	0
ENSG00000200882	0	0	0	0	0	0	0	0	0
ENSG00000200883	0	0	0	0	0	0	0	0	0
ENSG00000200884	0	0	0	0	0	0	0	0	0
ENSG00000200885	0	0	0	0	0	0	0	0	0
ENSG00000200887	0	0	0	0	0	0	0	0	0
ENSG00000200888	0	0	0	0	0	0	0	0	0
ENSG00000200889	0	0	0	0	0	0	0	0	0
ENSG00000200890	0	0	0	0	0	0	0	1	0
ENSG00000200891	0	0	0	0	0	0	0	0	0
ENSG00000200893	0	0	0	0	0	0	0	1	0
ENSG00000200895	0	0	0	0	0	0	0	0	0
ENSG00000200897	0	0	0	0	0	0	0	0	0
ENSG00000200898	0	0	0	0	0	0	0	0	0
ENSG00000200902	0	0	0	0	0	0	0	0	0
ENSG00000200903	0	0	0	0	0	0	0	0	0
ENSG00000200906	0	1	0	0	0	0	0	0	0
ENSG00000200913	2	5	1	12	5	0	6	3	1
ENSG00000200914	0	1	0	0	0	0	0	1	2
ENSG00000200917	0	0	0	0	0	0	0	0	0
ENSG00000200922	0	0	0	0	0	0	0	0	0
ENSG00000200924	0	0	0	0	1	0	0	0	0
ENSG00000200926	0	0	0	0	0	0	0	0	0
ENSG00000200935	0	0	0	0	0	0	0	0	0
ENSG00000200941	0	0	0	0	0	0	0	0	0
ENSG00000200942	0	0	0	0	0	0	0	0	0
ENSG00000200949	0	0	0	0	0	0	0	0	0
ENSG00000200953	0	0	0	0	0	0	0	0	0
ENSG00000200957	0	0	0	0	0	0	0	0	0
ENSG00000200959	0	1	0	0	1	0	2	0	0
ENSG00000200963	0	0	0	0	0	0	0	0	0
ENSG00000200966	0	0	1	0	0	0	0	1	0
ENSG00000200969	0	0	0	0	0	0	0	0	0
ENSG00000200972	1	10	3	4	6	5	5	1	1
ENSG00000200974	0	0	0	0	0	0	0	0	0
ENSG00000200975	0	0	0	0	0	0	0	0	0
ENSG00000200976	0	0	0	0	0	0	0	0	0
ENSG00000200982	0	0	0	0	0	0	0	0	0
ENSG00000200983	7	2	10	5	6	4	3	9	3
ENSG00000200985	0	0	0	0	0	0	0	0	0
ENSG00000200986	0	0	0	0	0	0	0	0	0
ENSG00000200987	0	0	0	0	0	0	0	0	0
ENSG00000200991	0	0	0	0	0	0	0	0	0
ENSG00000200997	0	0	0	0	0	0	0	0	0
ENSG00000200998	0	0	0	0	0	0	0	0	0
ENSG00000200999	0	0	0	0	0	0	2	0	0
ENSG00000201000	0	0	0	0	0	0	0	0	0
ENSG00000201001	0	0	0	0	0	0	0	0	0
ENSG00000201003	0	0	0	0	0	0	0	0	0
ENSG00000201006	0	0	0	0	0	0	0	0	0
ENSG00000201009	0	0	0	0	0	0	0	0	0
ENSG00000201010	3	0	0	0	0	0	0	0	0
ENSG00000201012	0	0	0	0	0	0	0	0	0
ENSG00000201013	0	0	0	0	0	0	0	0	0
ENSG00000201014	0	0	0	0	0	0	0	0	0
ENSG00000201015	0	0	0	0	0	0	0	0	0
ENSG00000201016	0	0	0	0	0	0	0	0	0
ENSG00000201021	0	0	0	0	0	0	0	0	0
ENSG00000201023	2	1	3	0	0	3	0	0	4
ENSG00000201025	0	0	0	0	0	0	0	0	0
ENSG00000201026	0	0	0	0	0	0	0	0	0
ENSG00000201027	0	0	0	0	0	0	0	0	0
ENSG00000201028	0	0	0	0	0	0	0	0	0
ENSG00000201031	0	0	0	0	0	0	0	0	0
ENSG00000201032	0	0	0	0	0	0	0	0	0
ENSG00000201033	0	0	0	0	0	0	0	0	0
ENSG00000201034	0	0	0	0	0	0	0	0	0
ENSG00000201035	0	0	0	0	0	0	0	0	0
ENSG00000201036	0	0	0	0	0	0	0	0	0
ENSG00000201041	0	1	0	0	0	0	0	0	0
ENSG00000201042	0	0	0	0	0	0	0	0	0
ENSG00000201044	0	0	0	0	0	0	0	0	0
ENSG00000201047	0	0	0	0	0	0	0	0	0
ENSG00000201048	0	0	0	0	0	0	0	0	0
ENSG00000201050	0	0	0	0	0	0	0	0	0
ENSG00000201059	0	0	0	0	0	0	0	0	0
ENSG00000201065	0	0	0	0	0	0	0	0	0
ENSG00000201066	0	0	0	0	0	0	0	0	0
ENSG00000201070	0	0	0	0	0	0	0	0	0
